ord_ref,buyer_ref,ord_dt,ord_state,dispatch_dt,received_dt,promised_dt,promo_code
ZA-00009839,ZAC0008761,08/11/2017 16:19,COMPLETE,11/11/2017 13:05,16/11/2017 09:59,15/11/2017,WELCOME10
ZA-00009840,ZAC0001061,08/11/2017 19:59,COMPLETE,09/11/2017 10:04,13/11/2017 00:06,16/11/2017,
ZA-00009841,ZAC0016114,08/11/2017 10:08,COMPLETE,10/11/2017 00:44,17/11/2017 09:35,13/11/2017,
ZA-00009842,ZAC0014694,08/11/2017 18:29,COMPLETE,13/11/2017 04:12,18/11/2017 22:32,17/11/2017,
ZA-00009843,ZAC0008035,08/11/2017 16:16,COMPLETE,14/11/2017 23:14,15/11/2017 12:06,24/11/2017,WELCOME10
ZA-00009844,ZAC0020542,08/11/2017 21:53,COMPLETE,09/11/2017 14:16,12/11/2017 06:56,12/11/2017,
ZA-00009845,ZAC0011415,09/11/2017 21:46,COMPLETE,11/11/2017 12:07,15/11/2017 11:08,15/11/2017,
ZA-00009846,ZAC0023379,09/11/2017 17:23,COMPLETE,11/11/2017 05:54,15/11/2017 05:28,15/11/2017,
ZA-00009847,ZAC0006002,09/11/2017 12:56,COMPLETE,11/11/2017 01:53,13/11/2017 18:33,16/11/2017,FREESHIP
ZA-00009848,ZAC0002179,09/11/2017 21:30,COMPLETE,11/11/2017 09:19,19/11/2017 13:57,16/11/2017,FREESHIP
ZA-00009849,ZAC0006295,09/11/2017 12:52,CANCELLED,,,,
ZA-00009850,ZAC0001677,09/11/2017 17:11,COMPLETE,11/11/2017 01:24,25/11/2017 00:20,18/11/2017,
ZA-00009851,ZAC0010943,09/11/2017 21:27,COMPLETE,12/11/2017 05:29,14/11/2017 19:34,19/11/2017,
ZA-00009852,ZAC0017245,09/11/2017 14:47,COMPLETE,11/11/2017 21:10,14/11/2017 11:26,14/11/2017,
ZA-00009853,ZAC0019628,09/11/2017 14:33,COMPLETE,10/11/2017 05:20,14/11/2017 19:06,20/11/2017,
ZA-00009854,ZAC0019092,09/11/2017 07:50,COMPLETE,10/11/2017 06:34,12/11/2017 13:41,17/11/2017,WINTER15
ZA-00009855,ZAC0006623,09/11/2017 06:55,COMPLETE,10/11/2017 10:12,13/11/2017 21:31,15/11/2017,
ZA-00009856,ZAC0000407,09/11/2017 06:28,COMPLETE,11/11/2017 04:43,16/11/2017 04:13,14/11/2017,
ZA-00009857,ZAC0013485,09/11/2017 13:36,COMPLETE,09/11/2017 23:29,14/11/2017 18:09,13/11/2017,WINTER15
ZA-00009858,ZAC0010986,09/11/2017 07:54,COMPLETE,17/11/2017 19:54,21/11/2017 12:28,24/11/2017,
ZA-00009859,ZAC0010689,09/11/2017 17:31,RETURNED,12/11/2017 17:44,01/12/2017 23:58,16/11/2017,
ZA-00009860,ZAC0020164,09/11/2017 17:41,COMPLETE,13/11/2017 18:17,17/11/2017 20:02,17/11/2017,
ZA-00009861,ZAC0010103,09/11/2017 21:31,COMPLETE,11/11/2017 09:21,18/11/2017 18:25,18/11/2017,
ZA-00009862,ZAC0017971,09/11/2017 20:40,COMPLETE,10/11/2017 14:29,18/11/2017 19:02,15/11/2017,BULK20
ZA-00009863,ZAC0002281,09/11/2017 12:10,COMPLETE,14/11/2017 10:50,18/11/2017 00:24,19/11/2017,
ZA-00009864,ZAC0010209,09/11/2017 12:05,COMPLETE,12/11/2017 03:04,14/11/2017 20:37,16/11/2017,WELCOME10
ZA-00009865,ZAC0011647,09/11/2017 08:47,COMPLETE,11/11/2017 20:13,16/11/2017 20:12,16/11/2017,
ZA-00009866,ZAC0006109,09/11/2017 21:58,COMPLETE,10/11/2017 10:56,15/11/2017 04:52,14/11/2017,
ZA-00009867,ZAC0018342,09/11/2017 13:04,COMPLETE,13/11/2017 17:47,18/11/2017 16:41,16/11/2017,
ZA-00009868,ZAC0014655,09/11/2017 18:58,COMPLETE,13/11/2017 04:12,14/11/2017 04:28,16/11/2017,
ZA-00009869,ZAC0001368,09/11/2017 10:11,COMPLETE,13/11/2017 13:30,16/11/2017 05:29,17/11/2017,
ZA-00009870,ZAC0003912,09/11/2017 14:42,COMPLETE,13/11/2017 17:24,15/11/2017 04:37,20/11/2017,FREESHIP
ZA-00009871,ZAC0000450,09/11/2017 18:56,COMPLETE,12/11/2017 18:16,17/11/2017 11:21,19/11/2017,LOYAL5
ZA-00009872,ZAC0015057,09/11/2017 14:03,COMPLETE,10/11/2017 12:43,12/11/2017 22:30,13/11/2017,
ZA-00009873,ZAC0019503,09/11/2017 22:56,COMPLETE,10/11/2017 13:54,16/11/2017 02:29,15/11/2017,
ZA-00009874,ZAC0016236,09/11/2017 07:23,COMPLETE,16/11/2017 16:45,24/11/2017 21:16,20/11/2017,LOYAL5
ZA-00009875,ZAC0010338,09/11/2017 07:41,CANCELLED,,,,
ZA-00009876,ZAC0012059,09/11/2017 17:53,COMPLETE,11/11/2017 01:47,13/11/2017 20:37,15/11/2017,
ZA-00009877,ZAC0008258,09/11/2017 19:46,PENDING,,,,
ZA-00009878,ZAC0005825,09/11/2017 21:40,COMPLETE,11/11/2017 15:11,15/11/2017 23:04,21/11/2017,LOYAL5
ZA-00009879,ZAC0010814,09/11/2017 14:35,COMPLETE,11/11/2017 10:49,17/11/2017 16:20,16/11/2017,LOYAL5
ZA-00009880,ZAC0021334,09/11/2017 20:36,COMPLETE,13/11/2017 08:05,15/11/2017 07:48,20/11/2017,BULK20
ZA-00009881,ZAC0004300,09/11/2017 20:07,COMPLETE,13/11/2017 07:48,17/11/2017 16:20,16/11/2017,
ZA-00009882,ZAC0022904,09/11/2017 06:57,COMPLETE,10/11/2017 11:01,12/11/2017 03:53,14/11/2017,
ZA-00009883,ZAC0019445,09/11/2017 06:40,COMPLETE,10/11/2017 17:35,17/11/2017 20:53,15/11/2017,WINTER15
ZA-00009884,ZAC0009489,09/11/2017 21:16,COMPLETE,11/11/2017 12:55,13/11/2017 16:40,18/11/2017,
ZA-00009885,ZAC0013403,09/11/2017 13:59,CANCELLED,,,,WINTER15
ZA-00009886,ZAC0009922,09/11/2017 16:17,COMPLETE,10/11/2017 14:21,14/11/2017 05:18,14/11/2017,
ZA-00009887,ZAC0012280,09/11/2017 08:37,COMPLETE,09/11/2017 16:48,17/11/2017 21:44,14/11/2017,
ZA-00009888,ZAC0008597,09/11/2017 09:35,COMPLETE,11/11/2017 04:05,13/11/2017 11:15,14/11/2017,
ZA-00009889,ZAC0017514,09/11/2017 08:46,COMPLETE,10/11/2017 06:01,15/11/2017 23:04,17/11/2017,
ZA-00009890,ZAC0006948,09/11/2017 14:17,COMPLETE,13/11/2017 08:02,17/11/2017 00:13,17/11/2017,BULK20
ZA-00009891,ZAC0018294,09/11/2017 08:58,COMPLETE,11/11/2017 23:35,14/11/2017 10:17,16/11/2017,
ZA-00009892,ZAC0005447,09/11/2017 09:07,COMPLETE,09/11/2017 13:03,22/11/2017 19:21,13/11/2017,
ZA-00009893,ZAC0006524,09/11/2017 10:55,COMPLETE,10/11/2017 22:01,17/11/2017 16:18,14/11/2017,
ZA-00009894,ZAC0005232,09/11/2017 06:35,COMPLETE,12/11/2017 01:03,14/11/2017 05:52,15/11/2017,
ZA-00009895,ZAC0001227,09/11/2017 17:26,COMPLETE,11/11/2017 06:37,14/11/2017 09:37,18/11/2017,
ZA-00009896,ZAC0010370,09/11/2017 17:30,COMPLETE,13/11/2017 18:11,14/11/2017 13:32,23/11/2017,
ZA-00009897,ZAC0003390,09/11/2017 09:06,COMPLETE,11/11/2017 20:14,15/11/2017 03:49,16/11/2017,
ZA-00009898,ZAC0005676,09/11/2017 21:54,COMPLETE,12/11/2017 10:24,16/11/2017 04:59,22/11/2017,
ZA-00009899,ZAC0019137,09/11/2017 07:47,COMPLETE,10/11/2017 11:01,17/11/2017 00:38,17/11/2017,
ZA-00009900,ZAC0012880,09/11/2017 19:29,COMPLETE,11/11/2017 01:06,13/11/2017 07:43,18/11/2017,WELCOME10
ZA-00009901,ZAC0004586,09/11/2017 20:16,CANCELLED,,,,
ZA-00009902,ZAC0007931,09/11/2017 14:28,COMPLETE,10/11/2017 13:35,15/11/2017 05:09,13/11/2017,WINTER15
ZA-00009903,ZAC0002076,09/11/2017 20:31,COMPLETE,10/11/2017 11:25,15/11/2017 21:09,13/11/2017,
ZA-00009904,ZAC0010487,09/11/2017 08:47,COMPLETE,11/11/2017 08:49,12/11/2017 12:49,16/11/2017,
ZA-00009905,ZAC0021629,09/11/2017 21:11,COMPLETE,10/11/2017 03:45,15/11/2017 10:21,14/11/2017,
ZA-00009906,ZAC0010893,09/11/2017 17:04,CANCELLED,,,,FLASH25
ZA-00009907,ZAC0022025,10/11/2017 15:42,COMPLETE,13/11/2017 15:10,18/11/2017 04:07,18/11/2017,LOYAL5
ZA-00009908,ZAC0010093,10/11/2017 09:24,COMPLETE,13/11/2017 19:44,14/11/2017 00:36,17/11/2017,
ZA-00009909,ZAC0016644,10/11/2017 16:19,COMPLETE,12/11/2017 12:23,14/11/2017 20:40,15/11/2017,
ZA-00009910,ZAC0022914,10/11/2017 19:08,COMPLETE,13/11/2017 07:44,16/11/2017 02:41,18/11/2017,
ZA-00009911,ZAC0003369,10/11/2017 06:59,CANCELLED,,,,
ZA-00009912,ZAC0008166,10/11/2017 14:11,COMPLETE,13/11/2017 01:21,14/11/2017 14:33,18/11/2017,
ZA-00009913,ZAC0015123,10/11/2017 22:26,COMPLETE,13/11/2017 07:57,17/11/2017 17:38,20/11/2017,
ZA-00009914,ZAC0010212,10/11/2017 15:31,CANCELLED,,,,
ZA-00009915,ZAC0002427,10/11/2017 15:50,COMPLETE,13/11/2017 22:00,17/11/2017 00:14,17/11/2017,FLASH25
ZA-00009916,ZAC0004945,10/11/2017 19:40,COMPLETE,15/11/2017 11:29,22/11/2017 11:49,19/11/2017,
ZA-00009917,ZAC0015712,10/11/2017 12:53,COMPLETE,11/11/2017 14:11,13/11/2017 07:34,21/11/2017,
ZA-00009918,ZAC0015428,10/11/2017 06:42,COMPLETE,11/11/2017 22:25,19/11/2017 01:13,18/11/2017,
ZA-00009919,ZAC0002243,10/11/2017 10:37,COMPLETE,11/11/2017 05:27,14/11/2017 02:56,16/11/2017,FREESHIP
ZA-00009920,ZAC0001369,10/11/2017 09:06,COMPLETE,10/11/2017 20:46,11/11/2017 09:03,15/11/2017,
ZA-00009921,ZAC0011478,10/11/2017 15:21,COMPLETE,11/11/2017 07:57,16/11/2017 15:04,21/11/2017,
ZA-00009922,ZAC0017211,10/11/2017 15:20,COMPLETE,12/11/2017 18:29,19/11/2017 01:18,19/11/2017,
ZA-00009923,ZAC0011825,10/11/2017 21:10,COMPLETE,13/11/2017 09:43,15/11/2017 05:16,18/11/2017,
ZA-00009924,ZAC0006988,10/11/2017 21:01,COMPLETE,13/11/2017 22:25,15/11/2017 13:12,17/11/2017,
ZA-00009925,ZAC0018619,10/11/2017 18:42,CANCELLED,,,,
ZA-00009926,ZAC0016665,10/11/2017 20:55,COMPLETE,11/11/2017 21:41,13/11/2017 20:38,14/11/2017,
ZA-00009927,ZAC0018289,10/11/2017 07:38,COMPLETE,12/11/2017 09:41,20/11/2017 05:46,19/11/2017,
ZA-00009928,ZAC0018410,10/11/2017 16:51,COMPLETE,16/11/2017 19:29,29/11/2017 17:22,19/11/2017,
ZA-00009929,ZAC0000374,10/11/2017 09:24,COMPLETE,14/11/2017 10:56,19/11/2017 00:33,21/11/2017,
ZA-00009930,ZAC0013724,10/11/2017 15:42,COMPLETE,12/11/2017 13:44,14/11/2017 18:04,16/11/2017,
ZA-00009931,ZAC0006115,10/11/2017 10:54,COMPLETE,12/11/2017 06:57,13/11/2017 18:38,22/11/2017,FLASH25
ZA-00009932,ZAC0017956,10/11/2017 14:13,DISPATCHED,12/11/2017 05:19,,16/11/2017,
ZA-00009933,ZAC0007874,10/11/2017 13:02,COMPLETE,16/11/2017 01:15,19/11/2017 09:35,23/11/2017,
ZA-00009934,ZAC0009392,10/11/2017 13:01,COMPLETE,11/11/2017 08:03,17/11/2017 20:20,16/11/2017,
ZA-00009935,ZAC0021966,10/11/2017 20:41,COMPLETE,11/11/2017 20:44,14/11/2017 06:17,18/11/2017,WELCOME10
ZA-00009936,ZAC0006426,10/11/2017 17:38,COMPLETE,11/11/2017 03:53,16/11/2017 03:25,15/11/2017,
ZA-00009937,ZAC0014074,10/11/2017 17:13,COMPLETE,10/11/2017 23:58,13/11/2017 12:27,17/11/2017,
ZA-00009938,ZAC0008242,10/11/2017 12:56,COMPLETE,12/11/2017 03:55,17/11/2017 02:53,19/11/2017,
ZA-00009939,ZAC0004996,10/11/2017 18:40,DISPATCHED,13/11/2017 03:09,,17/11/2017,LOYAL5
ZA-00009940,ZAC0008227,10/11/2017 18:29,COMPLETE,12/11/2017 02:25,15/11/2017 19:57,15/11/2017,
ZA-00009941,ZAC0002009,10/11/2017 22:09,COMPLETE,13/11/2017 04:18,18/11/2017 00:25,20/11/2017,FREESHIP
ZA-00009942,ZAC0011122,10/11/2017 20:08,COMPLETE,13/11/2017 04:29,15/11/2017 19:07,17/11/2017,WINTER15
ZA-00009943,ZAC0000770,10/11/2017 14:09,COMPLETE,16/11/2017 17:45,21/11/2017 22:41,21/11/2017,
ZA-00009944,ZAC0010180,10/11/2017 15:39,CANCELLED,,,,WINTER15
ZA-00009945,ZAC0004457,10/11/2017 14:54,COMPLETE,12/11/2017 04:19,15/11/2017 17:17,15/11/2017,
ZA-00009946,ZAC0002475,10/11/2017 11:23,DISPATCHED,11/11/2017 12:20,,18/11/2017,
ZA-00009947,ZAC0010523,10/11/2017 12:57,COMPLETE,12/11/2017 03:40,13/11/2017 20:31,16/11/2017,WELCOME10
ZA-00009948,ZAC0018153,10/11/2017 20:08,CANCELLED,,,,
ZA-00009949,ZAC0005960,10/11/2017 21:54,DISPATCHED,12/11/2017 04:56,,16/11/2017,
ZA-00009950,ZAC0015145,10/11/2017 16:58,COMPLETE,12/11/2017 05:54,22/11/2017 19:29,17/11/2017,
ZA-00009951,ZAC0023070,10/11/2017 17:59,COMPLETE,11/11/2017 20:53,14/11/2017 17:36,15/11/2017,WELCOME10
ZA-00009952,ZAC0004400,10/11/2017 21:57,COMPLETE,11/11/2017 15:28,12/11/2017 12:28,15/11/2017,LOYAL5
ZA-00009953,ZAC0020097,10/11/2017 09:36,COMPLETE,12/11/2017 16:06,15/11/2017 16:02,17/11/2017,
ZA-00009954,ZAC0003758,11/11/2017 07:33,COMPLETE,13/11/2017 03:57,18/11/2017 18:42,17/11/2017,
ZA-00009955,ZAC0010231,11/11/2017 06:28,COMPLETE,16/11/2017 10:39,21/11/2017 21:45,21/11/2017,
ZA-00009956,ZAC0003863,11/11/2017 22:59,COMPLETE,13/11/2017 12:28,17/11/2017 09:08,16/11/2017,
ZA-00009957,ZAC0017759,11/11/2017 20:33,COMPLETE,14/11/2017 02:55,17/11/2017 07:52,18/11/2017,FREESHIP
ZA-00009958,ZAC0010262,11/11/2017 20:28,COMPLETE,14/11/2017 22:52,19/11/2017 02:11,18/11/2017,
ZA-00009959,ZAC0013391,11/11/2017 22:45,COMPLETE,14/11/2017 04:17,18/11/2017 23:46,21/11/2017,WINTER15
ZA-00009960,ZAC0012949,11/11/2017 12:10,COMPLETE,15/11/2017 01:46,23/11/2017 13:42,20/11/2017,
ZA-00009961,ZAC0006756,11/11/2017 09:17,COMPLETE,12/11/2017 01:56,14/11/2017 13:20,16/11/2017,
ZA-00009962,ZAC0000051,11/11/2017 13:02,COMPLETE,13/11/2017 12:43,16/11/2017 00:33,20/11/2017,
ZA-00009963,ZAC0007662,11/11/2017 08:52,DISPATCHED,12/11/2017 13:22,,17/11/2017,
ZA-00009964,ZAC0001041,11/11/2017 17:52,COMPLETE,12/11/2017 09:29,17/11/2017 08:44,16/11/2017,
ZA-00009965,ZAC0010685,11/11/2017 09:33,PENDING,,,,
ZA-00009966,ZAC0020572,11/11/2017 09:11,PENDING,,,,
ZA-00009967,ZAC0000005,11/11/2017 08:43,COMPLETE,15/11/2017 20:05,21/11/2017 13:35,20/11/2017,
ZA-00009968,ZAC0019374,11/11/2017 11:29,COMPLETE,15/11/2017 06:35,21/11/2017 12:43,20/11/2017,
ZA-00009969,ZAC0006920,11/11/2017 09:33,COMPLETE,12/11/2017 15:48,15/11/2017 19:15,17/11/2017,
ZA-00009970,ZAC0008774,11/11/2017 07:06,COMPLETE,15/11/2017 04:01,17/11/2017 00:24,22/11/2017,
ZA-00009971,ZAC0021512,11/11/2017 14:05,COMPLETE,13/11/2017 13:22,20/11/2017 10:18,18/11/2017,
ZA-00009972,ZAC0023697,11/11/2017 16:27,COMPLETE,13/11/2017 13:26,15/11/2017 05:03,16/11/2017,
ZA-00009973,ZAC0017818,11/11/2017 06:23,COMPLETE,11/11/2017 14:42,15/11/2017 21:18,18/11/2017,
ZA-00009974,ZAC0006171,11/11/2017 20:27,COMPLETE,12/11/2017 06:34,17/11/2017 16:18,15/11/2017,
ZA-00009975,ZAC0013102,11/11/2017 16:16,COMPLETE,14/11/2017 17:11,17/11/2017 05:14,17/11/2017,
ZA-00009976,ZAC0005662,11/11/2017 16:06,COMPLETE,12/11/2017 06:34,18/11/2017 00:28,19/11/2017,BULK20
ZA-00009977,ZAC0016780,11/11/2017 21:06,COMPLETE,12/11/2017 05:17,17/11/2017 15:45,16/11/2017,
ZA-00009978,ZAC0016443,11/11/2017 07:32,COMPLETE,13/11/2017 01:48,19/11/2017 05:07,18/11/2017,BULK20
ZA-00009979,ZAC0017527,11/11/2017 07:52,COMPLETE,11/11/2017 23:48,14/11/2017 13:02,15/11/2017,FLASH25
ZA-00009980,ZAC0020808,11/11/2017 12:29,COMPLETE,13/11/2017 02:36,16/11/2017 20:24,16/11/2017,
ZA-00009981,ZAC0022474,11/11/2017 11:36,COMPLETE,12/11/2017 22:19,17/11/2017 12:40,17/11/2017,LOYAL5
ZA-00009982,ZAC0015297,11/11/2017 21:50,RETURNED,12/11/2017 19:45,17/11/2017 18:21,22/11/2017,
ZA-00009983,ZAC0018058,11/11/2017 19:53,COMPLETE,14/11/2017 19:00,21/11/2017 17:42,17/11/2017,
ZA-00009984,ZAC0003354,11/11/2017 06:06,COMPLETE,14/11/2017 22:15,18/11/2017 11:05,19/11/2017,
ZA-00009985,ZAC0016826,11/11/2017 08:21,CANCELLED,,,,BULK20
ZA-00009986,ZAC0021588,11/11/2017 22:38,COMPLETE,14/11/2017 01:52,19/11/2017 18:41,18/11/2017,LOYAL5
ZA-00009987,ZAC0011548,11/11/2017 10:33,COMPLETE,13/11/2017 20:31,19/11/2017 14:36,16/11/2017,
ZA-00009988,ZAC0003064,11/11/2017 07:35,COMPLETE,13/11/2017 00:21,16/11/2017 15:04,20/11/2017,
ZA-00009989,ZAC0016383,11/11/2017 07:52,COMPLETE,13/11/2017 21:49,18/11/2017 12:07,18/11/2017,
ZA-00009990,ZAC0014553,11/11/2017 18:51,COMPLETE,12/11/2017 18:02,17/11/2017 23:32,16/11/2017,
ZA-00009991,ZAC0014991,11/11/2017 14:42,COMPLETE,13/11/2017 14:46,16/11/2017 20:25,17/11/2017,
ZA-00009992,ZAC0008424,11/11/2017 11:36,COMPLETE,17/11/2017 15:57,19/11/2017 23:58,20/11/2017,
ZA-00009993,ZAC0001518,11/11/2017 22:16,COMPLETE,15/11/2017 23:17,22/11/2017 10:53,18/11/2017,FREESHIP
ZA-00009994,ZAC0014474,11/11/2017 18:05,CANCELLED,,,,
ZA-00009995,ZAC0000411,11/11/2017 08:45,COMPLETE,12/11/2017 10:09,17/11/2017 21:06,16/11/2017,
ZA-00009996,ZAC0011945,11/11/2017 11:26,COMPLETE,13/11/2017 11:27,16/11/2017 16:01,18/11/2017,
ZA-00009997,ZAC0019402,11/11/2017 20:02,COMPLETE,12/11/2017 07:20,13/11/2017 00:07,16/11/2017,FLASH25
ZA-00009998,ZAC0017731,11/11/2017 17:22,COMPLETE,14/11/2017 15:01,15/11/2017 19:28,17/11/2017,
ZA-00009999,ZAC0001219,11/11/2017 13:52,COMPLETE,12/11/2017 13:46,20/11/2017 08:48,22/11/2017,
ZA-00010000,ZAC0018732,11/11/2017 11:32,COMPLETE,15/11/2017 13:27,24/11/2017 13:50,18/11/2017,WELCOME10
ZA-00010001,ZAC0019876,11/11/2017 21:21,COMPLETE,13/11/2017 14:43,15/11/2017 16:52,18/11/2017,
ZA-00010002,ZAC0000414,11/11/2017 20:07,COMPLETE,12/11/2017 03:38,17/11/2017 23:21,19/11/2017,
ZA-00010003,ZAC0018274,11/11/2017 09:10,COMPLETE,14/11/2017 16:34,16/11/2017 07:25,19/11/2017,
ZA-00010004,ZAC0012709,11/11/2017 13:50,COMPLETE,11/11/2017 23:24,18/11/2017 11:18,15/11/2017,
ZA-00010005,ZAC0004994,11/11/2017 10:20,COMPLETE,11/11/2017 21:42,15/11/2017 16:41,18/11/2017,
ZA-00010006,ZAC0013749,11/11/2017 19:44,COMPLETE,15/11/2017 07:24,16/11/2017 16:15,22/11/2017,
ZA-00010007,ZAC0018139,12/11/2017 14:19,COMPLETE,14/11/2017 03:47,16/11/2017 18:09,24/11/2017,
ZA-00010008,ZAC0012612,12/11/2017 09:23,DISPATCHED,20/11/2017 13:47,,27/11/2017,
ZA-00010009,ZAC0019719,12/11/2017 10:53,COMPLETE,13/11/2017 18:27,16/11/2017 21:09,20/11/2017,
ZA-00010010,ZAC0022085,12/11/2017 20:35,COMPLETE,14/11/2017 07:20,17/11/2017 02:19,17/11/2017,
ZA-00010011,ZAC0022013,12/11/2017 21:21,COMPLETE,14/11/2017 04:13,14/11/2017 10:06,19/11/2017,
ZA-00010012,ZAC0022321,12/11/2017 06:09,COMPLETE,13/11/2017 07:16,20/11/2017 19:55,17/11/2017,
ZA-00010013,ZAC0004874,12/11/2017 14:35,COMPLETE,15/11/2017 08:29,18/11/2017 22:01,19/11/2017,WINTER15
ZA-00010014,ZAC0002416,12/11/2017 11:44,COMPLETE,13/11/2017 16:04,17/11/2017 04:58,17/11/2017,
ZA-00010015,ZAC0000379,12/11/2017 06:27,COMPLETE,14/11/2017 22:10,18/11/2017 18:58,24/11/2017,
ZA-00010016,ZAC0011164,12/11/2017 12:43,COMPLETE,15/11/2017 09:18,21/11/2017 03:52,19/11/2017,
ZA-00010017,ZAC0009506,12/11/2017 21:18,CANCELLED,,,,
ZA-00010018,ZAC0013946,12/11/2017 18:26,COMPLETE,18/11/2017 17:54,21/11/2017 17:23,25/11/2017,WELCOME10
ZA-00010019,ZAC0015746,12/11/2017 18:46,RETURNED,15/11/2017 01:05,20/11/2017 13:39,18/11/2017,
ZA-00010020,ZAC0020051,12/11/2017 19:04,COMPLETE,13/11/2017 05:32,14/11/2017 02:49,20/11/2017,LOYAL5
ZA-00010021,ZAC0018459,12/11/2017 15:22,COMPLETE,13/11/2017 06:09,15/11/2017 12:26,16/11/2017,
ZA-00010022,ZAC0017155,12/11/2017 13:06,DISPATCHED,14/11/2017 05:49,,19/11/2017,
ZA-00010023,ZAC0007046,12/11/2017 10:39,COMPLETE,13/11/2017 13:59,14/11/2017 18:12,17/11/2017,LOYAL5
ZA-00010024,ZAC0000277,12/11/2017 14:50,COMPLETE,13/11/2017 05:12,14/11/2017 14:09,16/11/2017,
ZA-00010025,ZAC0003123,12/11/2017 12:17,COMPLETE,14/11/2017 21:43,22/11/2017 23:40,19/11/2017,
ZA-00010026,ZAC0021825,12/11/2017 15:35,COMPLETE,14/11/2017 02:38,19/11/2017 15:52,19/11/2017,LOYAL5
ZA-00010027,ZAC0016014,12/11/2017 09:37,COMPLETE,13/11/2017 18:24,17/11/2017 20:05,16/11/2017,
ZA-00010028,ZAC0017622,12/11/2017 16:47,COMPLETE,13/11/2017 22:26,22/11/2017 10:57,17/11/2017,
ZA-00010029,ZAC0005718,12/11/2017 15:13,COMPLETE,14/11/2017 19:30,21/11/2017 12:53,18/11/2017,BULK20
ZA-00010030,ZAC0016520,12/11/2017 21:58,RETURNED,17/11/2017 00:03,21/11/2017 15:15,20/11/2017,
ZA-00010031,ZAC0005298,12/11/2017 21:52,COMPLETE,14/11/2017 01:00,14/11/2017 17:54,19/11/2017,FREESHIP
ZA-00010032,ZAC0022223,12/11/2017 16:02,COMPLETE,14/11/2017 02:38,18/11/2017 01:37,18/11/2017,
ZA-00010033,ZAC0012842,12/11/2017 14:06,COMPLETE,15/11/2017 12:50,17/11/2017 16:38,19/11/2017,
ZA-00010034,ZAC0009002,12/11/2017 08:56,COMPLETE,12/11/2017 23:09,18/11/2017 19:07,16/11/2017,
ZA-00010035,ZAC0004872,12/11/2017 21:04,COMPLETE,15/11/2017 04:45,22/11/2017 04:44,19/11/2017,
ZA-00010036,ZAC0019264,12/11/2017 14:54,COMPLETE,15/11/2017 13:18,30/11/2017 02:50,19/11/2017,
ZA-00010037,ZAC0018727,12/11/2017 18:44,COMPLETE,13/11/2017 22:25,17/11/2017 05:38,20/11/2017,
ZA-00010038,ZAC0017831,12/11/2017 12:59,COMPLETE,20/11/2017 17:29,22/11/2017 09:17,30/11/2017,
ZA-00010039,ZAC0015501,12/11/2017 18:47,COMPLETE,14/11/2017 08:29,20/11/2017 17:19,17/11/2017,
ZA-00010040,ZAC0008023,12/11/2017 06:33,PENDING,,,,
ZA-00010041,ZAC0016126,12/11/2017 12:49,CANCELLED,,,,
ZA-00010042,ZAC0012782,12/11/2017 22:38,COMPLETE,13/11/2017 07:35,18/11/2017 00:21,18/11/2017,
ZA-00010043,ZAC0023727,12/11/2017 07:27,COMPLETE,13/11/2017 18:24,15/11/2017 08:44,17/11/2017,
ZA-00010044,ZAC0021669,12/11/2017 10:21,DISPATCHED,15/11/2017 00:25,,19/11/2017,
ZA-00010045,ZAC0011307,12/11/2017 14:20,RETURNED,13/11/2017 17:17,19/11/2017 15:59,17/11/2017,
ZA-00010046,ZAC0002343,12/11/2017 20:21,CANCELLED,,,,LOYAL5
ZA-00010047,ZAC0012430,12/11/2017 20:40,COMPLETE,13/11/2017 23:14,28/11/2017 11:07,17/11/2017,FLASH25
ZA-00010048,ZAC0010940,12/11/2017 14:13,COMPLETE,14/11/2017 04:43,17/11/2017 17:42,17/11/2017,
ZA-00010049,ZAC0018785,12/11/2017 22:10,COMPLETE,15/11/2017 16:28,21/11/2017 13:03,20/11/2017,
ZA-00010050,ZAC0003282,12/11/2017 17:03,COMPLETE,20/11/2017 04:45,23/11/2017 02:30,23/11/2017,
ZA-00010051,ZAC0008621,12/11/2017 08:57,COMPLETE,14/11/2017 09:58,17/11/2017 18:03,21/11/2017,
ZA-00010052,ZAC0006770,12/11/2017 11:09,COMPLETE,13/11/2017 07:08,13/11/2017 18:29,16/11/2017,
ZA-00010053,ZAC0010293,12/11/2017 14:24,RETURNED,13/11/2017 13:19,15/11/2017 19:06,23/11/2017,
ZA-00010054,ZAC0012042,12/11/2017 17:30,COMPLETE,16/11/2017 14:01,24/11/2017 22:22,23/11/2017,
ZA-00010055,ZAC0018377,12/11/2017 15:28,COMPLETE,13/11/2017 10:50,16/11/2017 01:25,17/11/2017,FREESHIP
ZA-00010056,ZAC0019042,12/11/2017 18:11,COMPLETE,16/11/2017 19:18,20/11/2017 05:18,20/11/2017,
ZA-00010057,ZAC0016944,12/11/2017 09:52,COMPLETE,15/11/2017 02:42,17/11/2017 17:56,19/11/2017,
ZA-00010058,ZAC0022119,12/11/2017 07:06,COMPLETE,19/11/2017 00:36,21/11/2017 09:35,23/11/2017,
ZA-00010059,ZAC0017054,12/11/2017 11:11,COMPLETE,13/11/2017 11:55,16/11/2017 11:09,17/11/2017,
ZA-00010060,ZAC0020319,12/11/2017 13:04,COMPLETE,18/11/2017 01:56,26/11/2017 08:07,25/11/2017,
