snapshot_date,seller_id,merchant_name,tier,commission_rate,seller_city,seller_state,status
2018-06-01,d2df77822373f19934e87694d8640767,Casa Onda Atacado,bronze,0.18,arapongas,PR,active
2018-06-01,8fbd63429be6d3e5e6d1a709b6464802,Distribuidora Orquídea Store,silver,0.15,santo andre,SP,active
2018-06-01,ac6417315ae5da8f9a38ee11de6f7780,Verde Atacado,bronze,0.18,aruja,SP,active
2018-06-01,81336a0f57a33776419727a300249e90,Casa Vitória Shop,bronze,0.18,sao carlos,SP,active
2018-06-01,02f623a8eb246f3c5f7c2f96462654e6,Estilo Sertão Comércio,gold,0.12,botucatu,SP,active
2018-06-01,56db5c0782e8f7ddc9343f9576ff6d16,Nova Onda Store,bronze,0.18,palhoca,SC,active
2018-06-01,29fe9f200d3fa0c668d2aa1ec7e08dfb,Espaço Onda,silver,0.15,recife,SC,active
2018-06-01,271b8923c6a549e02d3c9fd1f8c0422b,Arte Vitória,bronze,0.18,praia grande,SP,active
2018-06-01,4e06067cc08b3f41d837768d392c3ee3,Prime Cedro Comércio,bronze,0.18,betim,MG,inactive
2018-06-01,ec933281fb017b5020d06df29c3f77e8,Loja Sertão Atacado,silver,0.15,sao paulo,SP,active
2018-06-01,49e7217cfe4e427191c378ec626d8737,Verde Distribuidora,silver,0.15,formiga,MG,active
2018-06-01,34f563c82a85b99ae9e6d60db5fc2e28,Cedro Brasil,bronze,0.18,campo bom,RS,active
2018-06-01,4ddeb3e828550cddc8d45c8bc36ab2d1,Arte Âmbar,bronze,0.18,sao paulo,SP,active
2018-06-01,90d4125885ab6c86e8820a722be71974,Atlântico Express,silver,0.15,domingos martins,SP,inactive
2018-06-01,3a734b715d333a2588a3d54a0c9b8746,Estilo Mangue,silver,0.15,osasco,SP,active
2018-06-01,f5b84683a9bf9e1df748cf40f601b39c,Mundo Pampa,silver,0.15,sao paulo,SP,active
2018-06-01,392e0502231ae2f8b29994ef6398cd77,Verde Store,silver,0.15,cerqueira cesar,SP,active
2018-06-01,5d0363b33554b373851fc1622e4d5f3c,Comercial Ipanema,silver,0.15,atibaia,SP,active
2018-06-01,6e85dc5ecd97a61094b89b046a509d8e,Bella Jacarandá,bronze,0.18,marapoama,SP,active
2018-06-01,417a1e6c7321084d2a0ae0d023cfad93,Empório Atlântico Atacado,silver,0.15,imigrante,RS,active
2018-06-01,013900e863eace745d3ec7614cab5b1a,Prime Serra,gold,0.12,curitiba,PR,active
2018-06-01,c157bdeedcbc9a8e3c8bf0d87ff24428,Estilo Rubi Express,silver,0.15,mairinque,SP,active
2018-06-01,fa3a0b5aabb344b9a92e3524b0202123,Bella Verde Atacado,silver,0.15,sao jose dos pinhais,SP,inactive
2018-06-01,88cf19ec1fc2c58f161aee259d57142c,Arte Marfim Store,silver,0.15,sao carlos,SP,active
2018-06-01,c13ef0cfbe42f190780f621ce81f2234,Bella Cristal Distribuidora,bronze,0.18,sao paulo sp,SP,active
2018-06-01,fc908879b9ca1bd65419e54e50432d38,Vitória Shop,bronze,0.18,sao paulo,SP,active
2018-06-01,c679fb69a36e1d8349e8c50a217b4d58,Mangue Varejo,silver,0.15,caxias do sul,RS,active
2018-06-01,17a053fcb14bd219540cbde0df490be0,Horizonte Comércio,platinum,0.095,mogi guacu,SP,active
2018-06-01,2d34636518ba88f5349b732fcf8ba2e4,Empório Sabiá,bronze,0.18,sao paulo,SP,active
2018-06-01,d79e8478eed9999493990b44955fb22e,Casa Sabiá Importadora,bronze,0.18,rio de janeiro / rio de janeiro,RJ,active
2018-06-01,458d868c9642f55f18f04e951a3fdde6,Jacarandá Brasil,silver,0.15,porto alegre,RS,active
2018-06-01,41b14765bd56c8ad10971074380f9c0c,Espaço Aurora,bronze,0.18,santo andre,SP,active
2018-06-01,e439f7176d763f92de325271111b2fd5,Cedro Shop,silver,0.15,joinville,SC,active
2018-06-01,7f2617c58d5d06806987308b45654351,Empório Cristal Varejo,silver,0.15,sao paulo,SP,active
2018-06-01,cac63f48c38cd7d002a7e846dcd99a23,Mundo Tucano Ltda,bronze,0.18,sumare,SP,active
2018-06-01,04ee0ec01589969663ba5967c0e0bdc0,Loja Rubi Importadora,bronze,0.18,lajeado,RS,active
2018-06-01,f00e21b1e91a79653163b7fd8f293ff1,Comercial Tucano Ltda,silver,0.15,andradas,SP,active
2018-06-01,9140ef75cc8211c4035935e80e567204,Girassol Varejo,bronze,0.18,maringa,PR,active
2018-06-01,79a679c36c08d606b3fd47ead9de109b,Empório Cedro Atacado,bronze,0.18,sao paulo,SP,inactive
2018-06-01,cc5a78bbad32776dc4e3af205218368c,Ponto Pampa Atacado,bronze,0.18,divinopolis,MG,active
2018-06-01,6eeed17989b0ae47c9f11ece6f38ea90,Bella Verde Shop,bronze,0.18,sao paulo,SP,active
2018-06-01,b5f0712d22a873b6797ab6cc65c3fcba,Solar Store,gold,0.12,sao paulo,SP,active
2018-06-01,3f9c56764fabca627406093dcb3ef0b4,Onda Atacado,silver,0.15,rio de janeiro,RJ,active
2018-06-01,efb628aa07c8ca93d7db0d85b91a4f5a,Nova Rubi Express,bronze,0.18,nova iguacu,RJ,active
2018-06-01,4e922959ae960d389249c378d1c939f5,Horizonte Importadora,platinum,0.095,jacarei,SP,active
2018-06-01,47648caee88ccfe951fbb27fbf7b4cbe,Empório Cedro Ltda,silver,0.15,lajeado,SP,active
2018-06-01,ca4b77513ac2040591b0d8fae6958380,Arte Jacarandá,gold,0.12,sando andre,SP,active
2018-06-01,7957cac1a02f45d0a4a7e45626382ec2,Solar Importadora,silver,0.15,robeirao preto,PR,active
2018-06-01,4cc4fd4fdd406a85bbdc1f824b731bd7,Cristal Atacado,bronze,0.18,toledo,PR,active
2018-06-01,b8630e1121437d41cb08e3c749c2c2e2,Sertão Express,gold,0.12,duque de caxias,RJ,active
2018-06-01,cfe94489ddd337d1e29e12f2a7205d10,Nova Ipanema,silver,0.15,sao paulo,SP,active
2018-06-01,9cf787a239c1aa29dbd76f153dc13f9a,Mangue Importadora,bronze,0.18,franca,SP,active
2018-06-01,2a50b7ee5aebecc6fd0ff9784a4747d6,Lírio Brasil,bronze,0.18,votorantim,DF,active
2018-06-01,d297f1055de2956aedfd3b04113dce3e,Atlântico Express,bronze,0.18,nova odessa,SP,inactive
2018-06-01,2c3d56f92f360fb89d849b84e8f50eae,Arte Vitória Ltda,bronze,0.18,barueri,SP,active
2018-06-01,3442033154be05bac582e173ef54fd12,Loja Atlântico Importadora,bronze,0.18,sao paulo,SP,active
2018-06-01,78744a20ee2f80ba64f6804c25def2b8,Ipanema Brasil,bronze,0.18,porto velho,PE,active
2018-06-01,c990d6cf976a5718aaedc539f383ab88,Bella Girassol,bronze,0.18,paulinia,SP,active
2018-06-01,94e93ce877be27a515118dbfd2c2be41,Cedro Brasil,silver,0.15,votuporanga,SP,active
2018-06-01,b566ab0ef88016e00422755e305103c6,Aurora Express,silver,0.15,extrema,MG,inactive
2018-06-01,d9cb0052a666de5308b32f32ad5f1b1c,Nova Orquídea,silver,0.15,olimpia,SP,inactive
2018-06-01,a89e143d5211473ae18db9577ee34b64,Distribuidora Serra Varejo,bronze,0.18,limeira,SP,active
2018-06-01,1f2eebc0e970fd3c463e4f5d9652687a,Espaço Onda Express,silver,0.15,sao paulo,SP,active
2018-06-01,941554c5757b73ba0e50aa7732310afc,Distribuidora Lírio Varejo,bronze,0.18,sao paulo,SP,active
2018-06-01,8581055ce74af1daba164fdbd55a40de,Loja Sabiá,platinum,0.095,guarulhos,SP,active
2018-06-01,a9ae440659f48b7849df83e82734150b,Central Verde,bronze,0.18,santo andre,SP,active
2018-06-01,c963a25b8671419c6ce9eebe8fd03218,Central Aurora,bronze,0.18,angra dos reis rj,RJ,inactive
2018-06-01,9485a23c0430ba1d58d359391606fce6,Atlântico Comércio,silver,0.15,santo andre,SP,active
2018-06-01,0951a6e282947e09cd47969f4ed0b47f,Solar Shop,bronze,0.18,taboao da serra,SP,active
2018-06-01,52f0fe436a347ddad7ed5f9aa4e27eaa,Central Girassol Atacado,silver,0.15,sao paulo,SP,active
2018-06-01,9c7fd21e0aa159b20da593371f08ff7c,Grupo Solar Importadora,bronze,0.18,osasco,SP,active
2018-06-01,c33847515fa6305ce6feb1e818569f13,Orquídea Brasil,gold,0.12,brusque,SC,active
2018-06-01,8b8cfc8305aa441e4239358c9f6f2485,Ponto Serra Brasil,gold,0.12,londrina,PR,active
2018-06-01,2c00c85d30361cd2ced2969cffbbffa3,Estilo Girassol Store,bronze,0.18,belo horizonte,MG,active
2018-06-01,d4e4b5192cba4e0e66eb12a9d347239d,Casa Ipanema,bronze,0.18,erechim,PR,active
2018-06-01,ade45994b717ccee333492330fbf037b,Bella Pitanga,gold,0.12,paraiba do sul,PR,active
2018-06-01,bb5bd94c8f59cc050072d2930c869cac,Arte Cristal Distribuidora,bronze,0.18,sao paulo,SP,active
2018-06-01,b05b432bf68945d4d9783f9e3ca29ee8,Empório Horizonte Shop,bronze,0.18,birigui,SP,active
2018-06-01,2a7dc43cecabf23403078e2188437d1d,Ponto Onda Express,silver,0.15,sao paulo,SP,active
2018-06-01,578fa3a9cb6b6dceab39231ad59cdaca,Marfim Shop,silver,0.15,fortaleza,CE,active
2018-06-01,615c3462099ffa940d37b17dfda19594,Âmbar Ltda,bronze,0.18,rio de janeiro,RJ,active
2018-06-01,a3f0b55de503387383c7b1de3ad7f678,Central Pampa Ltda,silver,0.15,curitiba,PR,active
2018-06-01,6d7f8d9d594e28796b6b3205b00f459c,Espaço Onda,bronze,0.18,curitiba,PR,active
2018-06-01,7b7ed56ae755e2880f2b69632e839c1e,Arte Vitória Atacado,bronze,0.18,goiania,GO,active
2018-06-01,4fae87d32467e18eb46e4a76a0a0b9ce,Tucano Atacado,bronze,0.18,ronda alta,RS,active
2018-06-01,ea566164622c6b439516ab18062c42cd,Empório Verde Brasil,platinum,0.095,sao  paulo,SP,active
2018-06-01,821fb029fc6e495ca4f08a35d51e53a5,Vitória Store,gold,0.12,sao paulo,SP,active
2018-06-01,d6ab728cf30867cf3f1a2e216ae2f9b7,Pampa Comércio,bronze,0.18,sao paulo,SP,active
2018-06-01,1a932caad4f9d804097d7f8e615baed1,Casa Horizonte,silver,0.15,sao paulo,SP,active
2018-06-01,173d56ffbd4c56cb80fc3615487d712b,Prime Vitória,bronze,0.18,sao vicente,SP,active
2018-06-01,2be17df1c49978426251562096c3cc09,Grupo Horizonte,bronze,0.18,tubarao,SC,active
2018-06-01,f7c31656c19db6275a8acadca289f426,Girassol Shop,bronze,0.18,ibitinga,SP,active
2018-06-01,6025c79c035c3d772133b8b8238463b2,Arte Solar Ltda,bronze,0.18,pinhais/pr,PR,active
2018-06-01,c6381d2d013342748761e906d45aff76,Orquídea Express,gold,0.12,portao,RS,active
2018-06-01,c500367424994318b9e779ff1ae9a330,Empório Atlântico,gold,0.12,paulinia,SP,inactive
2018-06-01,19e0f40a907ec568c34bfac15de4f4a1,Ponto Sertão Ltda,bronze,0.18,americana,SP,active
2018-06-01,ecccfa2bb93b34a3bf033cc5d1dcdc69,Casa Horizonte,silver,0.15,curitiba,PR,active
2018-06-01,c66dccfb3f109511246da627dd5a2498,Coral Varejo,gold,0.12,registro,SP,active
2018-06-01,d921b68bf747894be13a97ae52b0f386,Quartzo Distribuidora,gold,0.12,formiga,MG,active
2018-06-01,929f342384a6607afe143d789ade1316,Loja Horizonte Express,bronze,0.18,londrina,PR,active
2018-06-01,e256a62e0ac58c0edfba09966142d561,Comercial Lírio Varejo,silver,0.15,curitiba,PR,inactive
2018-06-01,b5b800c4065bebf4d3442311c9857344,Estilo Quartzo Ltda,bronze,0.18,sao paulo,SP,active
2018-06-01,c8417879a15366a17c30af34c798c332,Central Lírio Comércio,gold,0.12,sao paulo,SP,active
2018-06-01,8dfbc5ff27df12f6cef751d3b9554222,Loja Sertão Brasil,bronze,0.18,curitiba,PR,active
2018-06-01,e732329483fd5f27367dd997b47f598a,Verde Varejo,bronze,0.18,blumenau,SC,active
2018-06-01,989becdce12ebc39863c2bceab6f3ca1,Nova Horizonte Importadora,platinum,0.095,curitiba,PR,active
2018-06-01,9f56a7a649097b166d8ed286ad86a15c,Loja Cristal Brasil,silver,0.15,rio de janeiro,RJ,inactive
2018-06-01,c4d51195486dc781531876a7d00453d8,Arte Girassol Importadora,gold,0.12,presidente prudente,SP,active
2018-06-01,98115075dd26cb8835946fc6086f5d30,Verde Distribuidora,bronze,0.18,ao bernardo do campo,SP,active
2018-06-01,2305ab43e846518f58dd9d59f3f54e96,Nova Sertão Brasil,bronze,0.18,sao paulo,SP,active
2018-06-01,2528513dd95219a6013d4d05176e391a,Grupo Rubi,gold,0.12,osasco,SP,active
2018-06-01,64c9a1db4e73e19aaafd3286dc448c96,Solar Brasil,bronze,0.18,curitiba,PR,active
2018-06-01,44ed138eca6214d572ce1d813fb0049b,Tucano Express,silver,0.15,canoas,RS,active
2018-06-01,ce4755084bc097113867e6454f8f5e52,Grupo Palmeira Comércio,silver,0.15,ribeirao preto,SP,active
2018-06-01,3e51f9cbe317bc3a88f2c76583811ee4,Empório Mangue,bronze,0.18,sao paulo,SP,active
2018-06-01,204b4e07bddef3c9b317f70189135b22,Sabiá Importadora,silver,0.15,cacador,MG,active
2018-06-01,921323538c9f1c4e816f2720eac02bea,Prime Âmbar,gold,0.12,sao paulo,SP,active
2018-06-01,1464afc72f696af775557a821c2e253f,Pampa Atacado,silver,0.15,nova friburgo,RJ,active
2018-06-01,77a515caa36327151d1cc6c32a9f00e1,Estilo Orquídea Varejo,silver,0.15,diadema,SP,active
2018-06-01,32fdd5d44ecb43dfd6a24b9369eca144,Loja Coral,bronze,0.18,carmo do cajuru,MG,active
2018-06-01,4b0fdb526525f9890eb145bf1534640e,Âmbar Store,silver,0.15,ibitinga,SP,inactive
2018-06-01,1cd9e0cc1839d55516843def5600816d,Ponto Tucano,bronze,0.18,sao paulo,SP,active
2018-06-01,7fc87cc3e89b3d1d5cabdca32f8485aa,Nova Sertão,silver,0.15,guarulhos,SP,inactive
2018-06-01,0c7f30ae9b147eca07affbef92832a6a,Nova Pampa Express,bronze,0.18,ponta grossa,PR,active
2018-06-01,e09887ca8c7bf8a4621ce481820414ef,Arte Mangue,bronze,0.18,sao paulo,SP,active
2018-06-01,318f287a62ab7ac10b703ac37435a231,Ponto Solar Varejo,silver,0.15,sao paulo,SP,active
2018-06-01,52bb00821bcdd358a5a5a27e1f6be5a1,Grupo Âmbar Brasil,bronze,0.18,osasco,SP,active
2018-06-01,acb6c2ca5c82411c1fdb88d5fd5eb95e,Atlântico Brasil,bronze,0.18,sao paulo,SP,active
2018-06-01,26e2e5033827d2ba53929f43e03d8ffe,Prime Pampa Brasil,bronze,0.18,mogi das cruses,SP,active
2018-06-01,55dedd83e501d8248880557d9073cbfd,Mundo Horizonte Comércio,bronze,0.18,rio de janeiro,RJ,active
2018-06-01,5b179e9e8cc7ab6fd113a46ca584da81,Estilo Vitória,silver,0.15,sao paulo,SP,active
2018-06-01,ffdd9f82b9a447f6f8d4b91554cc7dd3,Mundo Solar Brasil,silver,0.15,curitiba,PR,active
2018-06-01,4eeb99008a0f59d2c7759c59f9a346eb,Estilo Pitanga,platinum,0.095,embu das artes,SP,active
2018-06-01,f3511c85f59f8dec53d140501ee8e7a8,Distribuidora Sabiá Store,bronze,0.18,curitiba,PR,active
2018-06-01,60da8bfa7eebe230b7d66ac4082d79b3,Espaço Ipanema,bronze,0.18,fernando prestes,SP,active
2018-06-01,2c538755f1ca9540af144f266e70df6c,Casa Solar Varejo,bronze,0.18,castro pires,MG,active
2018-06-01,cb41bfbcbda0aea354a834ab222f9a59,Tucano Atacado,silver,0.15,sao paulo,SP,active
2018-06-01,2379bdc3888025689a9deb7b141507d5,Jacarandá Shop,bronze,0.18,mogi mirim,SP,active
2018-06-01,5ee7fd217d08dfe5d3e2f51f96a12c9a,Central Coral Store,platinum,0.095,vargem grande do sul,SP,active
2018-06-01,a414555ce331b8c8aea4a9cb8395194d,Arte Coral,silver,0.15,sao paulo,SP,active
2018-06-01,92992bec39dde5766f590d3b1f46d465,Jacarandá Store,bronze,0.18,sao paulo,SP,active
2018-06-01,834f8533b2ecb6598dd004ff3de7203a,Casa Mangue,silver,0.15,sao paulo,SP,active
2018-06-01,b5f49fe968dff6b112861e6cd8e192ef,Bella Coral,bronze,0.18,curitiba,PR,active
2018-06-01,b26741d31a563d769b4af0465ab20c56,Sertão Brasil,bronze,0.18,florianopolis,SC,active
2018-06-01,f7315bb81aea4ddca2d39e249a801c98,Jacarandá Shop,bronze,0.18,guarulhos,SP,active
2018-06-01,8e2b3afb420011ef0c88c9d5f11ea526,Rubi Varejo,silver,0.15,campinas,SP,active
2018-06-01,8fff28c4263ddec387f28d237fb42773,Bella Aurora,silver,0.15,sao paulo,SP,active
2018-06-01,0ddefe3c7a032b91f4e25b9c3a08fca1,Marfim Shop,bronze,0.18,sao bernardo do campo,SP,active
2018-06-01,730937bf88cb151eb2eb849f642fc213,Espaço Ipanema Importadora,silver,0.15,rio claro,SP,inactive
2018-06-01,cc3d14116804f7209f3884f6367f1152,Empório Vitória Ltda,silver,0.15,curitiba,PR,active
2018-06-01,5dc203c7b84a0e71e878a179de05fb9a,Horizonte Store,bronze,0.18,pompeia,SP,inactive
2018-06-01,440dd6ab244315c632130ecfb63827b1,Orquídea Comércio,gold,0.12,votuporanga,SP,inactive
2018-06-01,66fd84ee7528c0c0de85d0f44a73d5ab,Loja Onda,silver,0.15,campina das missoes,RS,active
2018-06-01,fec6912baad85d41729669edd6b4d3b8,Atlântico Express,bronze,0.18,ribeirao preto,SP,active
2018-06-01,666658b8da8370f30e1f89893b1de5e6,Girassol Express,bronze,0.18,sao paulo,SP,active
2018-06-01,f3c38ab652836d21de61fb8314b69182,Central Sabiá Varejo,silver,0.15,sao paulo,SP,inactive
2018-06-01,90b57083da5d803237da74daec6dcb2b,Empório Lírio Brasil,bronze,0.18,curitiba,PR,active
2018-06-01,45d33f715e24d15a6ccf5c17b3a23e3c,Onda Importadora,silver,0.15,sorocaba,SP,active
2018-06-01,1bb3812d5f0747a3ab7348f199001a10,Lírio Atacado,bronze,0.18,sao paulo,SP,active
2018-06-01,c33a5c3c983090c8b78a28e65052a20d,Horizonte Distribuidora,bronze,0.18,sao bernardo do campo,SC,active
2018-06-01,003554e2dce176b5555353e4f3555ac8,Central Lírio Varejo,bronze,0.18,goiania,GO,active
2018-06-01,16090f2ca825584b5a147ab24aa30c86,Loja Onda Atacado,platinum,0.095,atibaia,SP,active
2018-06-01,5659d77e8d90378e39b960ad5956f64e,Espaço Aurora Express,silver,0.15,taubate,SP,active
2018-06-01,b561927807645834b59ef0d16ba55a24,Empório Serra,silver,0.15,sao paulo,SP,active
2018-06-01,28d162ab86bb49d719c32f0ee6186eaa,Nova Tucano,silver,0.15,ribeirao preto,SP,inactive
2018-06-01,e06f09ec0a4aca210779cf1cfc63cf19,Ponto Serra Comércio,gold,0.12,sao paulo,SP,inactive
2018-06-01,8c9348f33ae3dada25c99c99ade2af78,Bella Palmeira Brasil,bronze,0.18,carapicuiba,SP,active
2018-06-01,da6a60cc8cc724fe51be021ff8be779c,Bella Aurora,bronze,0.18,sao pedro da aldeia,RJ,active
2018-06-01,461ff5303b6c9c1a4a07f40c5aece516,Verde Store,bronze,0.18,pinhais,PR,active
2018-06-01,e82de6494d91d3c4c54450f59b227a94,Comercial Âmbar Shop,bronze,0.18,ibitinga,SP,active
2018-06-01,213b25e6f54661939f11710a6fddb871,Arte Girassol Varejo,gold,0.12,salto,SP,active
2018-06-01,78c99c6dff4eeae5be99bf635ed21e3f,Grupo Coral Comércio,platinum,0.095,marilia,SP,active
2018-06-01,a36ac007a4d18f865c8d32c3b2402c2d,Atlântico Shop,silver,0.15,barueri,SP,active
2018-06-01,a2e85714b56b1cb6bb24a9a6e6cad36f,Empório Solar,bronze,0.18,miguelopolis,SP,active
2018-06-01,6b333a05bf188ef3e1f1662a86bd9855,Sabiá Comércio,bronze,0.18,brasilia,DF,active
2018-06-01,56642bcb79900e777d68e91915cb4267,Lírio Brasil,bronze,0.18,sao paulo,SP,active
2018-06-01,41b86b552e54e3a7009596125aa8b167,Espaço Sertão,bronze,0.18,sao paulo,SP,active
2018-06-01,1d0997ff06b524ce9289ffd75114ecd3,Mangue Store,silver,0.15,recife,PE,inactive
2018-06-01,73b8eb4a9a729d4019b24ed1be748cbf,Mundo Vitória Varejo,bronze,0.18,campinas,SP,active
2018-06-01,a69aa24cec11168e7e39a3fbc727e925,Mundo Onda Shop,bronze,0.18,carapicuiba,SP,active
2018-06-01,8ea394aed8138685abe1eb9f25e1021d,Lírio Shop,silver,0.15,sorocaba,SP,active
2018-06-01,8a130737016f838139d31878787a39c9,Casa Ipanema Importadora,silver,0.15,garulhos,SP,active
2018-06-01,f682e0f848abafc6f41e0d4e868c66ef,Loja Âmbar,gold,0.12,mairipora,SP,active
2018-06-01,11742f81550ac064cc9a40f67151d9ad,Mundo Serra,bronze,0.18,catanduva,SP,active
2018-06-01,8a40ae794fa3f9892cee24bd5af0488b,Ponto Orquídea Varejo,bronze,0.18,curitiba,PR,active
2018-06-01,0936e1837d0c79253456bbb2ffaaef10,Loja Solar,bronze,0.18,sao paulo,SP,active
2018-06-01,850f4f8af5ea87287ac68de36e29107f,Estilo Jacarandá,platinum,0.095,sao paulo,SP,active
2018-06-01,4dc2e811a1760953cb7c6a590b498943,Loja Quartzo Distribuidora,silver,0.15,itapui,SP,active
2018-06-01,343e716476e3748b069f980efbaa294e,Empório Palmeira,bronze,0.18,campinas,SP,active
2018-06-01,e9729944ba65dc3ce425e0c5a22ae7b2,Empório Sertão Ltda,bronze,0.18,petropolis,RJ,active
2018-06-01,e0eabded302882513ced4ea3eb0c7059,Jacarandá Atacado,silver,0.15,campinas,SP,active
2018-06-01,643214e62b870443ccbe55ab29a4dccf,Empório Aurora Brasil,silver,0.15,sao paulo,SP,active
2018-06-01,0aa124728afc1131dff5655f4c6f487b,Pitanga Importadora,silver,0.15,alfenas,MG,active
2018-06-01,ce27a3cc3c8cc1ea79d11e561e9bebb6,Arte Marfim Importadora,gold,0.12,sao paulo,SP,active
2018-06-01,da4d149c0ddbac90557103ac0a0ec356,Loja Cristal Comércio,bronze,0.18,sbc,SP,active
2018-06-01,0241d4d5d36f10f80c644447315af0bd,Ipanema Importadora,platinum,0.095,curitiba,PR,active
2018-06-01,272f092de69afedd4d2969440b37f18f,Mundo Coral,silver,0.15,sao paulo,SP,active
2018-06-01,d1aa1ec0839dcab73a6161130eb1f94a,Casa Jacarandá Atacado,bronze,0.18,curitiba,PR,active
2018-06-01,8e8a7ce9f2f970dc00e2acf6f6e199f6,Casa Pampa Ltda,silver,0.15,sao goncalo,RJ,active
2018-06-01,d7827b2af99326a03b0ed9c7a24db0d3,Empório Vitória,gold,0.12,londrina,SP,active
2018-06-01,3935fe5fe0f82787a9dcb8deb62be09d,Bella Pampa Comércio,bronze,0.18,sao paulo,SP,active
2018-06-01,119d1aef1b4144adba89163f6cd9f5d4,Estilo Orquídea,silver,0.15,pedreira,SP,active
2018-06-01,9a1aea68d3efa00862ec88c0768037d0,Loja Cristal,silver,0.15,catanduva,SP,active
2018-06-01,a9b533a26e898b12e8b8d4c07279bf4d,Central Palmeira Brasil,bronze,0.18,rio de janeiro,RJ,active
2018-06-01,5b51032eddd242adc84c38acab88f23d,Mundo Marfim Distribuidora,bronze,0.18,borda da mata,MG,active
2018-06-01,8cc6a0e5738e61a87b03c78b2ba9db4b,Bella Quartzo Shop,gold,0.12,andradas,MG,active
2018-06-01,c53bcd3be457a342a97e39e5a9f0be22,Distribuidora Palmeira Ltda,bronze,0.18,neopolis,SE,active
2018-06-01,f4db9b37944bcb8873e6b456ee190bbf,Quartzo Varejo,silver,0.15,itaquaquecetuba,SP,active
2018-06-01,729b2d09b2a0bdab221076327f13d050,Loja Palmeira,silver,0.15,mineiros do tiete,SP,active
2018-06-01,18e694e0e48ed6f7aa3f24aade5fd697,Mundo Serra Ltda,silver,0.15,varzea paulista,SP,active
2018-06-01,30a81d8cf85fb2ada1b1b094c9583a95,Distribuidora Horizonte,silver,0.15,sao paulo,SP,active
2018-06-01,6561d6bf844e464b4019442692b40e02,Ipanema Ltda,bronze,0.18,franco da rocha,SP,active
2018-06-01,e64d65bc8dbec2accda90c58de5d1246,Horizonte Comércio,silver,0.15,rio claro,SP,active
2018-06-01,3903c788ded8dc03b5ebab37a2f3e9a1,Ipanema Brasil,bronze,0.18,carapicuiba,SP,active
2018-06-01,63191ead8d3b2f937cd1996fdcbbad20,Grupo Cristal,bronze,0.18,jundiai,SP,active
2018-06-01,67bf6941ba2f1fa1d02c375766bc3e53,Pampa Store,silver,0.15,curitiba,PR,active
2018-06-01,897060da8b9a21f655304d50fd935913,Empório Pitanga Express,gold,0.12,ribeirao preto,SP,active
2018-06-01,76c47a299e4a8fe992316a85865acbe9,Estilo Quartzo Importadora,bronze,0.18,ribeirao preto,SP,active
2018-06-01,d1b9d4be4b6f9ebd85f8acd6745ba612,Prime Onda Atacado,silver,0.15,nova lima,MG,active
2018-06-01,3ea08c48e851106d2f584349daba335f,Central Orquídea Shop,bronze,0.18,barbacena,MG,active
2018-06-01,389e45560e33d2d0747f949dcddbc08e,Nova Pampa Brasil,silver,0.15,sao jose dos campos,SP,inactive
2018-06-01,b81e3a6c866a764974fe849821abeebd,Serra Store,bronze,0.18,maua,SP,active
2018-06-01,40536e7ca18e1bce252828e5876466cc,Nova Verde Brasil,bronze,0.18,caieiras,SP,active
2018-06-01,b494891378bd8f4560abe576c52deacd,Loja Cristal Importadora,gold,0.12,sao paulo,SP,active
2018-06-01,09f952a5f58d2285b0372551ae8f9b01,Loja Sabiá,gold,0.12,sao bernardo do campo,SP,active
2018-06-01,14d7985702e72162bbf13b6beb74ab2b,Atlântico Ltda,silver,0.15,santo andre,SP,inactive
2018-06-01,2c4c47cb51acd5ea5db5e0ae0e26542a,Estilo Mangue Store,silver,0.15,buritama,SP,active
2018-06-01,b416191c9813d821a295cfabafff4161,Arte Coral,bronze,0.18,franca,SP,active
2018-06-01,9616352088dcf83a7c06637f4ebf1c80,Onda Atacado,silver,0.15,umuarama,PR,active
2018-06-01,557f22c76691849db52d2abccf0015d0,Comercial Serra,bronze,0.18,morrinhos,GO,active
2018-06-01,968ee78631915a63fef426d6733d7422,Espaço Lírio,bronze,0.18,erechim,RS,active
2018-06-01,533d46c1b06970e99f09523a61df4972,Comercial Jacarandá Brasil,silver,0.15,itapetininga,SP,active
2018-06-01,1dd33b8119b3cb1056ed5dc88cd0aaf4,Central Girassol,gold,0.12,sao paulo,SP,inactive
2018-06-01,ac137bac82ffa8548e62bd9d01d2a14f,Bella Lírio,bronze,0.18,sao paulo,SP,active
2018-06-01,2dcf93836ae3ce0d7c93e2f10876467a,Jacarandá Store,gold,0.12,sao jose dos campos,SP,active
2018-06-01,51702dc2a3e106c76dbff722b5bf0726,Arte Vitória Ltda,silver,0.15,conchal,SP,active
2018-06-01,97512d3fc193b2d1dfcdba0f9d1f0f8a,Ponto Onda,gold,0.12,sao paulo,SP,active
2018-06-01,f3975e8a41157005d4bcbb358678cd9b,Sertão Express,bronze,0.18,pinhalzinho,SC,active
2018-06-01,76d336555bb25f3165d2f0d6da719c40,Ipanema Express,bronze,0.18,sorocaba,SP,inactive
2018-06-01,f08a5b9dd6767129688d001acafc21e5,Palmeira Express,gold,0.12,porto alegre,RS,active
2018-06-01,ae45df84722b1d15c5f32b23a095746c,Âmbar Varejo,silver,0.15,sao paulo,SP,active
2018-06-01,d197aa8fbc64087f61984deef05f6227,Tucano Atacado,bronze,0.18,sao jose dos campos,SP,active
